mag_id	species	superkingdom	phylum	class	data_type	source	access	note
3300026286_9	3300026286_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029235_9	3300029235_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029706_15	3300029706_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029339_32	3300029339_32	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011703_3	3300011703_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300023251_4	3300023251_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022146_2	3300022146_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029439_15	3300029439_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011146_3	3300011146_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029623_43	3300029623_43	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014551_9	3300014551_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013586_1	3300013586_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026262_8	3300026262_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029623_28	3300029623_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029214_10	3300029214_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025949_25	3300025949_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024344_6	3300024344_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011386_1	3300011386_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029675_17	3300029675_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007968_6	3300007968_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027503_13	3300027503_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027283_24	3300027283_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025571_14	3300025571_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025869_46	3300025869_46	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022177_23	3300022177_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014791_5	3300014791_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029487_9	3300029487_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013495_2	3300013495_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029881_29	3300029881_29	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029407_6	3300029407_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011809_1	3300011809_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025880_37	3300025880_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003364_4	3300003364_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029580_31	3300029580_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008755_25	3300008755_25	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025299_23	3300025299_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009083_59	3300009083_59	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029892_10	3300029892_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008161_11	3300008161_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011747_4	3300011747_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006568_8	3300006568_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011926_7	3300011926_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025297_18	3300025297_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029553_12	3300029553_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025775_22	3300025775_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024968_27	3300024968_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008269_3	3300008269_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027319_26	3300027319_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020429_13	3300020429_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300018878_96	3300018878_96	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025409_9	3300025409_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007500_7	3300007500_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013122_41	3300013122_41	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300023065_5	3300023065_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020344_22	3300020344_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025065_9	3300025065_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012006_27	3300012006_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025441_12	3300025441_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008077_12	3300008077_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025480_13	3300025480_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029104_10	3300029104_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029634_9	3300029634_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007296_19	3300007296_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008575_17	3300008575_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024344_27	3300024344_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006499_16	3300006499_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025600_20	3300025600_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010275_6	3300010275_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026957_7	3300026957_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009381_4	3300009381_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029576_12	3300029576_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300019775_11	3300019775_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029733_8	3300029733_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029432_21	3300029432_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300018043_11	3300018043_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025251_5	3300025251_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025876_47	3300025876_47	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029441_20	3300029441_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027835_47	3300027835_47	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013370_2	3300013370_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014806_9	3300014806_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029112_9	3300029112_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011620_2	3300011620_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025263_37	3300025263_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027773_18	3300027773_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
Azolla	Azolla	Eukaryota	Unknown		unsupervised	Ensembl/Other	Unknown	Named organism, source unclear
3300014680_2	3300014680_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029538_13	3300029538_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006226_71	3300006226_71	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025490_1	3300025490_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006272_1	3300006272_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025420_3	3300025420_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029779_9	3300029779_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012879_7	3300012879_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008129_12	3300008129_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027391_11	3300027391_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027673_8	3300027673_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027800_41	3300027800_41	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027283_14	3300027283_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010267_19	3300010267_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029118_14	3300029118_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008098_36	3300008098_36	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028624_5	3300028624_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017646_8	3300017646_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010282_9	3300010282_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029728_13	3300029728_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025373_5	3300025373_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028593_31	3300028593_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025584_21	3300025584_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025534_15	3300025534_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027327_19	3300027327_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029190_6	3300029190_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300000447_4	3300000447_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012845_5	3300012845_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029612_27	3300029612_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006464_38	3300006464_38	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026509_104	3300026509_104	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003155_20	3300003155_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029457_12	3300029457_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029332_14	3300029332_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029377_15	3300029377_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026549_52	3300026549_52	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029326_7	3300029326_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027592_36	3300027592_36	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029400_11	3300029400_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026980_11	3300026980_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021419_23	3300021419_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017788_53	3300017788_53	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014087_3	3300014087_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021092_45	3300021092_45	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027266_2	3300027266_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029386_22	3300029386_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022661_73	3300022661_73	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027863_142	3300027863_142	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029587_15	3300029587_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021300_5	3300021300_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020429_11	3300020429_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027322_5	3300027322_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025477_18	3300025477_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021057_5	3300021057_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300023299_6	3300023299_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025272_4	3300025272_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008756_4	3300008756_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027536_10	3300027536_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027896_55	3300027896_55	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029586_12	3300029586_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014699_2	3300014699_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029861_7	3300029861_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029545_8	3300029545_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011468_1	3300011468_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017788_71	3300017788_71	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029526_7	3300029526_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
